"사고유형별","도로종류별","월별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"기타이탈","군도","5월","부상자수[명]","명","3","2","","14","6",
"기타이탈","군도","6월","사고건수[건]","건","3","8","5","2","5",
"기타이탈","군도","6월","사망자수[명]","명","0","1","1","1","1",
"기타이탈","군도","6월","부상자수[명]","명","4","11","8","1","6",
"기타이탈","군도","7월","사고건수[건]","건","4","9","4","5","1",
"기타이탈","군도","7월","사망자수[명]","명","0","0","0","0","0",
"기타이탈","군도","7월","부상자수[명]","명","5","12","4","9","5",
"기타이탈","군도","8월","사고건수[건]","건","7","9","3","7","5",
"기타이탈","군도","8월","사망자수[명]","명","1","1","0","1","1",
"기타이탈","군도","8월","부상자수[명]","명","9","10","4","7","4",
"기타이탈","군도","9월","사고건수[건]","건","2","4","5","4","2",
"기타이탈","군도","9월","사망자수[명]","명","0","1","0","2","0",
"기타이탈","군도","9월","부상자수[명]","명","2","3","5","2","2",
"기타이탈","군도","10월","사고건수[건]","건","4","2","6","3","1",
"기타이탈","군도","10월","사망자수[명]","명","0","0","1","0","1",
"기타이탈","군도","10월","부상자수[명]","명","4","4","5","5","0",
"기타이탈","군도","11월","사고건수[건]","건","3","1","2","3","3",
"기타이탈","군도","11월","사망자수[명]","명","1","0","0","1","1",
"기타이탈","군도","11월","부상자수[명]","명","2","1","2","3","2",
"기타이탈","군도","12월","사고건수[건]","건","2","2","1","1","2",
"기타이탈","군도","12월","사망자수[명]","명","1","1","0","0","1",
"기타이탈","군도","12월","부상자수[명]","명","1","1","1","2","1",
"기타이탈","고속국도","전체","사고건수[건]","건","","","","","1",
"기타이탈","고속국도","전체","사망자수[명]","명","","","","","0",
"기타이탈","고속국도","전체","부상자수[명]","명","","","","","1",
"기타이탈","고속국도","5월","사고건수[건]","건","","","","","1",
"기타이탈","고속국도","5월","사망자수[명]","명","","","","","0",
"기타이탈","고속국도","5월","부상자수[명]","명","","","","","1",
"기타이탈","기타/불명","전체","사고건수[건]","건","26","16","24","18","13",
"기타이탈","기타/불명","전체","사망자수[명]","명","2","1","5","2","0",
"기타이탈","기타/불명","전체","부상자수[명]","명","34","21","27","20","18",
"기타이탈","기타/불명","1월","사고건수[건]","건","1","","1","1","1",
"기타이탈","기타/불명","1월","사망자수[명]","명","0","","0","0","0",
"기타이탈","기타/불명","1월","부상자수[명]","명","1","","1","1","1",
"기타이탈","기타/불명","2월","사고건수[건]","건","1","1","1","1","1",
"기타이탈","기타/불명","2월","사망자수[명]","명","0","0","0","0","0",
"기타이탈","기타/불명","2월","부상자수[명]","명","1","1","1","1","1",
"기타이탈","기타/불명","3월","사고건수[건]","건","","1","1","1","1",
"기타이탈","기타/불명","3월","사망자수[명]","명","","0","0","0","0",
"기타이탈","기타/불명","3월","부상자수[명]","명","","1","1","1","1",
"기타이탈","기타/불명","4월","사고건수[건]","건","2","2","2","2","1",
"기타이탈","기타/불명","4월","사망자수[명]","명","0","0","1","0","0",
"기타이탈","기타/불명","4월","부상자수[명]","명","4","3","1","2","1",
"기타이탈","기타/불명","5월","사고건수[건]","건","1","2","","4","",
"기타이탈","기타/불명","5월","사망자수[명]","명","0","0","","0","",
"기타이탈","기타/불명","5월","부상자수[명]","명","1","2","","5","",
"기타이탈","기타/불명","6월","사고건수[건]","건","5","1","3","1","1",
"기타이탈","기타/불명","6월","사망자수[명]","명","1","1","2","0","0",
"기타이탈","기타/불명","6월","부상자수[명]","명","4","0","2","1","3",
"기타이탈","기타/불명","7월","사고건수[건]","건","2","1","4","3","2",
"기타이탈","기타/불명","7월","사망자수[명]","명","0","0","2","0","0",
"기타이탈","기타/불명","7월","부상자수[명]","명","2","1","3","3","2",
"기타이탈","기타/불명","8월","사고건수[건]","건","4","1","","1","1",
"기타이탈","기타/불명","8월","사망자수[명]","명","0","0","","1","0",
"기타이탈","기타/불명","8월","부상자수[명]","명","11","2","","0","4",
"기타이탈","기타/불명","9월","사고건수[건]","건","5","3","3","1","1",
"기타이탈","기타/불명","9월","사망자수[명]","명","0","0","0","0","0",
"기타이탈","기타/불명","9월","부상자수[명]","명","6","4","3","1","1",
"기타이탈","기타/불명","10월","사고건수[건]","건","4","3","5","2","2",
"기타이탈","기타/불명","10월","사망자수[명]","명","1","0","0","1","0",
"기타이탈","기타/불명","10월","부상자수[명]","명","3","5","11","4","2",
"기타이탈","기타/불명","11월","사고건수[건]","건","","1","1","","",
"기타이탈","기타/불명","11월","사망자수[명]","명","","0","0","","",
"기타이탈","기타/불명","11월","부상자수[명]","명","","2","1","","",
"기타이탈","기타/불명","12월","사고건수[건]","건","1","","3","1","2",
"기타이탈","기타/불명","12월","사망자수[명]","명","0","","0","0","0",
"기타이탈","기타/불명","12월","부상자수[명]","명","1","","3","1","2",
"기타","일반국도","전체","사고건수[건]","건","780","667","773","900","975",
"기타","일반국도","전체","사망자수[명]","명","30","35","36","33","26",
"기타","일반국도","전체","부상자수[명]","명","802","659","787","914","1006",
"기타","일반국도","1월","사고건수[건]","건","66","57","41","68","78",
"기타","일반국도","1월","사망자수[명]","명","6","4","2","1","4",
"기타","일반국도","1월","부상자수[명]","명","62","55","41","69","79",
"기타","일반국도","2월","사고건수[건]","건","48","53","44","64","62",
"기타","일반국도","2월","사망자수[명]","명","2","3","4","0","2",
"기타","일반국도","2월","부상자수[명]","명","47","53","43","70","60",
"기타","일반국도","3월","사고건수[건]","건","63","53","58","52","80",
"기타","일반국도","3월","사망자수[명]","명","0","4","3","2","3",
"기타","일반국도","3월","부상자수[명]","명","71","51","55","53","82",
"기타","일반국도","4월","사고건수[건]","건","56","54","57","72","78",
"기타","일반국도","4월","사망자수[명]","명","1","1","2","2","1",
"기타","일반국도","4월","부상자수[명]","명","59","55","58","74","80",
"기타","일반국도","5월","사고건수[건]","건","80","63","57","90","87",
"기타","일반국도","5월","사망자수[명]","명","2","5","2","2","3",
"기타","일반국도","5월","부상자수[명]","명","83","65","65","91","92",
"기타","일반국도","6월","사고건수[건]","건","52","61","64","69","84",
"기타","일반국도","6월","사망자수[명]","명","1","2","2","1","4",
"기타","일반국도","6월","부상자수[명]","명","58","60","68","71","90",
"기타","일반국도","7월","사고건수[건]","건","56","50","62","53","74",
"기타","일반국도","7월","사망자수[명]","명","2","2","2","1","1",
"기타","일반국도","7월","부상자수[명]","명","55","49","66","54","75",
"기타","일반국도","8월","사고건수[건]","건","53","60","62","78","64",
"기타","일반국도","8월","사망자수[명]","명","1","3","1","2","1",
"기타","일반국도","8월","부상자수[명]","명","55","58","65","77","64",
"기타","일반국도","9월","사고건수[건]","건","69","53","74","73","78",
"기타","일반국도","9월","사망자수[명]","명","3","3","2","6","1",
"기타","일반국도","9월","부상자수[명]","명","70","52","77","70","86",
"기타","일반국도","10월","사고건수[건]","건","100","60","81","96","95",
"기타","일반국도","10월","사망자수[명]","명","4","3","8","5","4",
"기타","일반국도","10월","부상자수[명]","명","101","59","77","95","97",
"기타","일반국도","11월","사고건수[건]","건","69","61","81","94","92",
"기타","일반국도","11월","사망자수[명]","명","7","3","4","5","0",
"기타","일반국도","11월","부상자수[명]","명","66","61","80","101","95",
"기타","일반국도","12월","사고건수[건]","건","68","42","92","91","103",
"기타","일반국도","12월","사망자수[명]","명","1","2","4","6","2",
"기타","일반국도","12월","부상자수[명]","명","75","41","92","89","106",
"기타","지방도","전체","사고건수[건]","건","1009","653","657","581","590",
"기타","지방도","전체","사망자수[명]","명","54","31","29","23","20",
"기타","지방도","전체","부상자수[명]","명","1020","670","665","599","598",
"기타","지방도","1월","사고건수[건]","건","85","69","39","49","46",
"기타","지방도","1월","사망자수[명]","명","4","5","3","2","1",
"기타","지방도","1월","부상자수[명]","명","88","69","37","50","45",
"기타","지방도","2월","사고건수[건]","건","77","48","38","39","33",
"기타","지방도","2월","사망자수[명]","명","4","0","1","0","1",
"기타","지방도","2월","부상자수[명]","명","79","48","39","41","37",
"기타","지방도","3월","사고건수[건]","건","87","47","58","38","51",
"기타","지방도","3월","사망자수[명]","명","5","1","3","3","1",
"기타","지방도","3월","부상자수[명]","명","85","46","61","35","51",
"기타","지방도","4월","사고건수[건]","건","79","56","64","51","49",
"기타","지방도","4월","사망자수[명]","명","5","2","2","0","0",
"기타","지방도","4월","부상자수[명]","명","80","59","62","55","49",
"기타","지방도","5월","사고건수[건]","건","78","44","53","55","52",
"기타","지방도","5월","사망자수[명]","명","4","2","1","3","4",
"기타","지방도","5월","부상자수[명]","명","79","47","54","59","50",
"기타","지방도","6월","사고건수[건]","건","71","66","50","50","58",
"기타","지방도","6월","사망자수[명]","명","5","2","1","1","0",
"기타","지방도","6월","부상자수[명]","명","72","67","52","54","61",
"기타","지방도","7월","사고건수[건]","건","84","52","62","51","61",
"기타","지방도","7월","사망자수[명]","명","0","2","5","1","1",
"기타","지방도","7월","부상자수[명]","명","88","54","59","52","60",
"기타","지방도","8월","사고건수[건]","건","79","57","55","53","40",
"기타","지방도","8월","사망자수[명]","명","5","4","4","4","0",
"기타","지방도","8월","부상자수[명]","명","81","60","52","55","43",
"기타","지방도","9월","사고건수[건]","건","88","61","52","50","44",
"기타","지방도","9월","사망자수[명]","명","4","2","0","5","1",
"기타","지방도","9월","부상자수[명]","명","91","67","56","46","46",
"기타","지방도","10월","사고건수[건]","건","85","49","68","51","50",
"기타","지방도","10월","사망자수[명]","명","5","4","2","1","7",
"기타","지방도","10월","부상자수[명]","명","83","51","72","53","48",
"기타","지방도","11월","사고건수[건]","건","108","64","63","49","58",
"기타","지방도","11월","사망자수[명]","명","4","5","3","2","2",
"기타","지방도","11월","부상자수[명]","명","104","62","64","54","59",
"기타","지방도","12월","사고건수[건]","건","88","40","55","45","48",
"기타","지방도","12월","사망자수[명]","명","9","2","4","1","2",
"기타","지방도","12월","부상자수[명]","명","90","40","57","45","49",
"기타","특별광역시도","전체","사고건수[건]","건","8114","7024","6418","6869","6597",
"기타","특별광역시도","전체","사망자수[명]","명","108","82","103","78","94",
"기타","특별광역시도","전체","부상자수[명]","명","8394","7267","6631","7161","6806",
"기타","특별광역시도","1월","사고건수[건]","건","703","617","440","480","496",
"기타","특별광역시도","1월","사망자수[명]","명","10","9","5","3","13",
"기타","특별광역시도","1월","부상자수[명]","명","732","628","459","500","506",
"기타","특별광역시도","2월","사고건수[건]","건","489","565","426","400","431",
"기타","특별광역시도","2월","사망자수[명]","명","5","3","7","6","7",
"기타","특별광역시도","2월","부상자수[명]","명","504","583","443","415","436",
"기타","특별광역시도","3월","사고건수[건]","건","560","470","600","453","504",
"기타","특별광역시도","3월","사망자수[명]","명","12","2","8","5","5",
"기타","특별광역시도","3월","부상자수[명]","명","567","480","627","466","518",
"기타","특별광역시도","4월","사고건수[건]","건","628","538","580","599","539",
"기타","특별광역시도","4월","사망자수[명]","명","7","4","5","10","10",
"기타","특별광역시도","4월","부상자수[명]","명","658","564","600","624","562",
"기타","특별광역시도","5월","사고건수[건]","건","732","660","572","694","632",
"기타","특별광역시도","5월","사망자수[명]","명","9","7","8","3","9",
"기타","특별광역시도","5월","부상자수[명]","명","749","692","587","724","651",
"기타","특별광역시도","6월","사고건수[건]","건","643","633","538","607","581",
"기타","특별광역시도","6월","사망자수[명]","명","9","9","6","7","8",
"기타","특별광역시도","6월","부상자수[명]","명","693","658","556","633","612",
"기타","특별광역시도","7월","사고건수[건]","건","718","645","530","616","515",
"기타","특별광역시도","7월","사망자수[명]","명","12","5","16","9","4",
"기타","특별광역시도","7월","부상자수[명]","명","737","665","539","634","534",
"기타","특별광역시도","8월","사고건수[건]","건","669","533","466","530","496",
"기타","특별광역시도","8월","사망자수[명]","명","9","6","7","4","6",
"기타","특별광역시도","8월","부상자수[명]","명","694","555","485","556","515",
"기타","특별광역시도","9월","사고건수[건]","건","684","632","518","611","564",
"기타","특별광역시도","9월","사망자수[명]","명","6","15","13","6","12",
"기타","특별광역시도","9월","부상자수[명]","명","709","640","534","645","572",
"기타","특별광역시도","10월","사고건수[건]","건","768","632","565","649","634",
"기타","특별광역시도","10월","사망자수[명]","명","10","8","6","6","5",
"기타","특별광역시도","10월","부상자수[명]","명","794","657","581","678","657",
"기타","특별광역시도","11월","사고건수[건]","건","732","640","626","646","615",
"기타","특별광역시도","11월","사망자수[명]","명","12","6","11","8","10",
"기타","특별광역시도","11월","부상자수[명]","명","750","666","640","678","630",
"기타","특별광역시도","12월","사고건수[건]","건","788","459","557","584","590",
"기타","특별광역시도","12월","사망자수[명]","명","7","8","11","11","5",
"기타","특별광역시도","12월","부상자수[명]","명","807","479","580","608","613",
"기타","시도","전체","사고건수[건]","건","5241","4561","4214","4011","4195",
"기타","시도","전체","사망자수[명]","명","93","99","100","72","68",
"기타","시도","전체","부상자수[명]","명","5409","4700","4304","4149","4394",
"기타","시도","1월","사고건수[건]","건","445","397","305","269","294",
"기타","시도","1월","사망자수[명]","명","14","10","11","5","3",
"기타","시도","1월","부상자수[명]","명","450","401","311","272","307",
"기타","시도","2월","사고건수[건]","건","313","334","307","222","282",
"기타","시도","2월","사망자수[명]","명","12","5","1","3","1",
"기타","시도","2월","부상자수[명]","명","330","351","316","226","293",
"기타","시도","3월","사고건수[건]","건","408","291","329","240","321",
"기타","시도","3월","사망자수[명]","명","2","7","7","4","6",
"기타","시도","3월","부상자수[명]","명","423","296","330","247","333",
"기타","시도","4월","사고건수[건]","건","416","337","377","329","371",
"기타","시도","4월","사망자수[명]","명","3","10","10","8","6",
"기타","시도","4월","부상자수[명]","명","437","338","380","334","391",
"기타","시도","5월","사고건수[건]","건","472","399","368","382","381",
"기타","시도","5월","사망자수[명]","명","3","7","13","5","10",
"기타","시도","5월","부상자수[명]","명","485","425","366","391","399",
"기타","시도","6월","사고건수[건]","건","430","426","364","317","338",
"기타","시도","6월","사망자수[명]","명","7","8","4","1","4",
"기타","시도","6월","부상자수[명]","명","446","445","375","327","365",
"기타","시도","7월","사고건수[건]","건","388","424","359","335","328",
"기타","시도","7월","사망자수[명]","명","5","7","9","8","6",
"기타","시도","7월","부상자수[명]","명","402","443","365","345","343",
"기타","시도","8월","사고건수[건]","건","409","362","302","349","339",
"기타","시도","8월","사망자수[명]","명","6","5","5","8","4",
"기타","시도","8월","부상자수[명]","명","424","371","310","362","353",
"기타","시도","9월","사고건수[건]","건","465","406","391","380","409",
"기타","시도","9월","사망자수[명]","명","8","9","10","10","10",
"기타","시도","9월","부상자수[명]","명","476","416","405","396","415",
"기타","시도","10월","사고건수[건]","건","506","452","385","398","377",
"기타","시도","10월","사망자수[명]","명","13","10","7","3","3",
"기타","시도","10월","부상자수[명]","명","522","472","402","417","405",
"기타","시도","11월","사고건수[건]","건","525","396","375","408","410",
"기타","시도","11월","사망자수[명]","명","6","12","12","8","12",
"기타","시도","11월","부상자수[명]","명","544","399","386","437","434",
"기타","시도","12월","사고건수[건]","건","464","337","352","382","345",
"기타","시도","12월","사망자수[명]","명","14","9","11","9","3",
"기타","시도","12월","부상자수[명]","명","470","343","358","395","356",
"기타","군도","전체","사고건수[건]","건","463","490","401","412","519",
"기타","군도","전체","사망자수[명]","명","21","18","23","19","23",
"기타","군도","전체","부상자수[명]","명","468","508","409","412","526",
"기타","군도","1월","사고건수[건]","건","46","47","32","26","28",
"기타","군도","1월","사망자수[명]","명","1","2","2","3","2",
"기타","군도","1월","부상자수[명]","명","45","47","33","23","28",
"기타","군도","2월","사고건수[건]","건","27","26","22","13","27",
"기타","군도","2월","사망자수[명]","명","2","1","0","0","3",
"기타","군도","2월","부상자수[명]","명","31","29","23","13","25",
"기타","군도","3월","사고건수[건]","건","40","33","20","30","34",
"기타","군도","3월","사망자수[명]","명","3","0","1","1","0",
"기타","군도","3월","부상자수[명]","명","37","35","19","32","35",
"기타","군도","4월","사고건수[건]","건","37","30","34","37","42",
"기타","군도","4월","사망자수[명]","명","1","4","1","1","2",
"기타","군도","4월","부상자수[명]","명","36","26","35","36","42",
"기타","군도","5월","사고건수[건]","건","39","41","37","35","56",
"기타","군도","5월","사망자수[명]","명","0","1","2","3","3",
"기타","군도","5월","부상자수[명]","명","43","42","36","33","60",
"기타","군도","6월","사고건수[건]","건","37","52","34","37","40",
"기타","군도","6월","사망자수[명]","명","5","0","2","0","0",
"기타","군도","6월","부상자수[명]","명","34","57","32","38","43",
"기타","군도","7월","사고건수[건]","건","35","37","39","47","40",
"기타","군도","7월","사망자수[명]","명","0","3","3","2","2",
"기타","군도","7월","부상자수[명]","명","41","34","39","48","41",
"기타","군도","8월","사고건수[건]","건","33","49","31","43","46",
"기타","군도","8월","사망자수[명]","명","1","2","3","2","0",
"기타","군도","8월","부상자수[명]","명","32","48","29","43","47",
"기타","군도","9월","사고건수[건]","건","39","39","34","40","49",
"기타","군도","9월","사망자수[명]","명","2","2","3","0","0",
"기타","군도","9월","부상자수[명]","명","41","38","37","45","49",
"기타","군도","10월","사고건수[건]","건","58","53","44","42","58",
"기타","군도","10월","사망자수[명]","명","2","1","1","3","2",
"기타","군도","10월","부상자수[명]","명","58","61","51","41","56",
"기타","군도","11월","사고건수[건]","건","44","55","38","36","55",
"기타","군도","11월","사망자수[명]","명","2","1","3","1","3",
"기타","군도","11월","부상자수[명]","명","43","59","40","37","60",
"기타","군도","12월","사고건수[건]","건","28","28","36","26","44",
"기타","군도","12월","사망자수[명]","명","2","1","2","3","6",
"기타","군도","12월","부상자수[명]","명","27","32","35","23","40",
"기타","고속국도","전체","사고건수[건]","건","71","46","68","62","47",
"기타","고속국도","전체","사망자수[명]","명","12","5","14","9","6",
"기타","고속국도","전체","부상자수[명]","명","75","45","69","70","60",
"기타","고속국도","1월","사고건수[건]","건","5","7","7","4","4",
"기타","고속국도","1월","사망자수[명]","명","1","2","3","0","0",
"기타","고속국도","1월","부상자수[명]","명","7","5","5","6","6",
"기타","고속국도","2월","사고건수[건]","건","3","1","3","2","5",
"기타","고속국도","2월","사망자수[명]","명","0","0","0","0","0",
"기타","고속국도","2월","부상자수[명]","명","3","1","3","2","9",
"기타","고속국도","3월","사고건수[건]","건","6","2","7","3","4",
"기타","고속국도","3월","사망자수[명]","명","1","0","3","0","1",
"기타","고속국도","3월","부상자수[명]","명","5","2","7","3","3",
"기타","고속국도","4월","사고건수[건]","건","5","4","4","10","6",
"기타","고속국도","4월","사망자수[명]","명","2","1","0","1","0",
"기타","고속국도","4월","부상자수[명]","명","3","3","4","15","6",
"기타","고속국도","5월","사고건수[건]","건","9","4","5","4","1",
"기타","고속국도","5월","사망자수[명]","명","0","0","1","1","0",
"기타","고속국도","5월","부상자수[명]","명","11","6","5","3","1",
"기타","고속국도","6월","사고건수[건]","건","6","7","5","3","7",
"기타","고속국도","6월","사망자수[명]","명","1","0","0","0","0",
"기타","고속국도","6월","부상자수[명]","명","5","7","5","3","8",
"기타","고속국도","7월","사고건수[건]","건","5","2","6","2","2",
"기타","고속국도","7월","사망자수[명]","명","2","0","1","0","0",
"기타","고속국도","7월","부상자수[명]","명","4","2","5","4","4",
"기타","고속국도","8월","사고건수[건]","건","12","6","2","7","5",
"기타","고속국도","8월","사망자수[명]","명","0","2","0","3","0",
"기타","고속국도","8월","부상자수[명]","명","15","5","3","4","5",
"기타","고속국도","9월","사고건수[건]","건","6","3","10","5","2",
"기타","고속국도","9월","사망자수[명]","명","1","0","3","1","0",
"기타","고속국도","9월","부상자수[명]","명","7","4","10","7","2",
"기타","고속국도","10월","사고건수[건]","건","4","6","10","9","4",
"기타","고속국도","10월","사망자수[명]","명","3","0","0","0","2",
"기타","고속국도","10월","부상자수[명]","명","3","6","13","12","8",
"기타","고속국도","11월","사고건수[건]","건","6","2","4","10","4",
"기타","고속국도","11월","사망자수[명]","명","1","0","1","3","2",
"기타","고속국도","11월","부상자수[명]","명","8","2","3","7","4",
"기타","고속국도","12월","사고건수[건]","건","4","2","5","3","3",
"기타","고속국도","12월","사망자수[명]","명","0","0","2","0","1",
"기타","고속국도","12월","부상자수[명]","명","4","2","6","4","4",
"기타","기타/불명","전체","사고건수[건]","건","2566","1837","2144","2136","1868",
"기타","기타/불명","전체","사망자수[명]","명","43","18","28","22","16",
"기타","기타/불명","전체","부상자수[명]","명","2654","1908","2223","2212","1965",
"기타","기타/불명","1월","사고건수[건]","건","157","127","116","131","132",
"기타","기타/불명","1월","사망자수[명]","명","3","2","0","1","0",
"기타","기타/불명","1월","부상자수[명]","명","157","130","121","133","134",
"기타","기타/불명","2월","사고건수[건]","건","155","112","129","107","101",
"기타","기타/불명","2월","사망자수[명]","명","2","2","3","1","1",
"기타","기타/불명","2월","부상자수[명]","명","158","116","131","115","111",
"기타","기타/불명","3월","사고건수[건]","건","189","120","169","140","146",
"기타","기타/불명","3월","사망자수[명]","명","1","4","1","1","0",
"기타","기타/불명","3월","부상자수[명]","명","193","121","176","148","157",
"기타","기타/불명","4월","사고건수[건]","건","214","174","202","165","150",
"기타","기타/불명","4월","사망자수[명]","명","4","0","2","2","0",
"기타","기타/불명","4월","부상자수[명]","명","217","186","211","169","159",
"기타","기타/불명","5월","사고건수[건]","건","244","153","174","209","172",
"기타","기타/불명","5월","사망자수[명]","명","8","0","1","1","3",
"기타","기타/불명","5월","부상자수[명]","명","254","160","179","212","179",
"기타","기타/불명","6월","사고건수[건]","건","237","181","204","186","180",
"기타","기타/불명","6월","사망자수[명]","명","4","0","1","2","3",
"기타","기타/불명","6월","부상자수[명]","명","245","190","213","189","186",
"기타","기타/불명","7월","사고건수[건]","건","206","147","174","177","139",
"기타","기타/불명","7월","사망자수[명]","명","2","2","1","2","1",
"기타","기타/불명","7월","부상자수[명]","명","214","154","183","184","142",
"기타","기타/불명","8월","사고건수[건]","건","199","146","163","214","171",
"기타","기타/불명","8월","사망자수[명]","명","8","4","2","2","3",
"기타","기타/불명","8월","부상자수[명]","명","211","154","170","225","181",
"기타","기타/불명","9월","사고건수[건]","건","235","192","215","198","187",
"기타","기타/불명","9월","사망자수[명]","명","1","3","5","2","2",
"기타","기타/불명","9월","부상자수[명]","명","245","195","216","204","199",
"기타","기타/불명","10월","사고건수[건]","건","279","191","188","237","172",
"기타","기타/불명","10월","사망자수[명]","명","4","1","3","1","1",
"기타","기타/불명","10월","부상자수[명]","명","290","199","197","255","181",
"기타","기타/불명","11월","사고건수[건]","건","246","158","223","202","156",
"기타","기타/불명","11월","사망자수[명]","명","4","0","5","4","1",
"기타","기타/불명","11월","부상자수[명]","명","256","162","230","206","161",
"기타","기타/불명","12월","사고건수[건]","건","205","136","187","170","162",
"기타","기타/불명","12월","사망자수[명]","명","2","0","4","3","1",
"기타","기타/불명","12월","부상자수[명]","명","214","141","196","172","175",
"기타","일반국도","전체","사고건수[건]","건","379","319","315","363","434",
"기타","일반국도","전체","사망자수[명]","명","13","18","19","23","19",
"기타","일반국도","전체","부상자수[명]","명","450","350","350","382","485",
"기타","일반국도","1월","사고건수[건]","건","32","25","17","24","37",
"기타","일반국도","1월","사망자수[명]","명","0","0","1","3","1",
"기타","일반국도","1월","부상자수[명]","명","43","41","17","26","42",
"기타","일반국도","2월","사고건수[건]","건","21","23","19","21","28",
"기타","일반국도","2월","사망자수[명]","명","0","0","0","3","2",
"기타","일반국도","2월","부상자수[명]","명","27","28","23","21","36",
"기타","일반국도","3월","사고건수[건]","건","25","21","33","25","29",
"기타","일반국도","3월","사망자수[명]","명","1","0","1","1","2",
"기타","일반국도","3월","부상자수[명]","명","34","21","36","24","30",
"기타","일반국도","4월","사고건수[건]","건","27","35","20","35","34",
"기타","일반국도","4월","사망자수[명]","명","1","2","0","1","2",
"기타","일반국도","4월","부상자수[명]","명","29","34","21","37","36",
"기타","일반국도","5월","사고건수[건]","건","34","28","30","36","37",
"기타","일반국도","5월","사망자수[명]","명","0","3","4","0","1",
"기타","일반국도","5월","부상자수[명]","명","37","27","36","38","44",
"기타","일반국도","6월","사고건수[건]","건","32","33","27","27","26",
"기타","일반국도","6월","사망자수[명]","명","1","1","4","5","2",
"기타","일반국도","6월","부상자수[명]","명","48","34","29","28","30",
"기타","일반국도","7월","사고건수[건]","건","31","29","27","33","44",
"기타","일반국도","7월","사망자수[명]","명","2","2","4","1","1",
"기타","일반국도","7월","부상자수[명]","명","39","30","26","33","48",
"기타","일반국도","8월","사고건수[건]","건","30","25","27","33","55",
"기타","일반국도","8월","사망자수[명]","명","2","3","0","3","4",
"기타","일반국도","8월","부상자수[명]","명","33","28","30","37","62",
"기타","일반국도","9월","사고건수[건]","건","41","32","21","26","43",
"기타","일반국도","9월","사망자수[명]","명","2","1","1","1","2",
"기타","일반국도","9월","부상자수[명]","명","51","32","24","32","43",
"기타","일반국도","10월","사고건수[건]","건","49","33","31","51","31",
"기타","일반국도","10월","사망자수[명]","명","0","2","2","3","1",
"기타","일반국도","10월","부상자수[명]","명","53","39","32","49","30",
"기타","일반국도","11월","사고건수[건]","건","24","16","34","29","36",
"기타","일반국도","11월","사망자수[명]","명","0","3","1","1","1",
"기타","일반국도","11월","부상자수[명]","명","27","15","40","30","45",
"기타","일반국도","12월","사고건수[건]","건","33","19","29","23","34",
"기타","일반국도","12월","사망자수[명]","명","4","1","1","1","0",
"기타","일반국도","12월","부상자수[명]","명","29","21","36","27","39",
"기타","지방도","전체","사고건수[건]","건","337","260","239","198","222",
"기타","지방도","전체","사망자수[명]","명","13","13","20","20","19",
"기타","지방도","전체","부상자수[명]","명","391","283","244","206","243",
"기타","지방도","1월","사고건수[건]","건","23","26","20","17","13",
"기타","지방도","1월","사망자수[명]","명","0","3","1","1","1",
"기타","지방도","1월","부상자수[명]","명","27","27","21","19","15",
"기타","지방도","2월","사고건수[건]","건","23","19","13","7","19",
"기타","지방도","2월","사망자수[명]","명","2","1","3","0","1",
"기타","지방도","2월","부상자수[명]","명","30","19","13","7","19",
"기타","지방도","3월","사고건수[건]","건","30","17","21","11","18",
"기타","지방도","3월","사망자수[명]","명","0","3","4","1","2",
"기타","지방도","3월","부상자수[명]","명","38","15","18","10","16",
"기타","지방도","4월","사고건수[건]","건","23","20","16","13","16",
"기타","지방도","4월","사망자수[명]","명","2","0","0","2","0",
"기타","지방도","4월","부상자수[명]","명","25","21","20","14","18",
"기타","지방도","5월","사고건수[건]","건","28","22","29","24","12",
"기타","지방도","5월","사망자수[명]","명","1","1","0","2","3",
"기타","지방도","5월","부상자수[명]","명","35","23","29","28","12",
"기타","지방도","6월","사고건수[건]","건","39","24","21","14","21",
"기타","지방도","6월","사망자수[명]","명","5","2","3","3","2",
"기타","지방도","6월","부상자수[명]","명","42","25","23","12","23",
"기타","지방도","7월","사고건수[건]","건","33","20","21","15","25",
"기타","지방도","7월","사망자수[명]","명","0","0","2","4","1",
"기타","지방도","7월","부상자수[명]","명","43","21","19","12","30",
"기타","지방도","8월","사고건수[건]","건","30","18","24","23","22",
"기타","지방도","8월","사망자수[명]","명","1","1","2","3","1",
"기타","지방도","8월","부상자수[명]","명","38","30","23","21","22",
"기타","지방도","9월","사고건수[건]","건","23","26","15","16","22",
"기타","지방도","9월","사망자수[명]","명","0","1","1","2","4",
"기타","지방도","9월","부상자수[명]","명","24","29","15","15","23",
"기타","지방도","10월","사고건수[건]","건","38","22","19","26","21",
"기타","지방도","10월","사망자수[명]","명","1","0","2","1","1",
"기타","지방도","10월","부상자수[명]","명","37","23","19","28","26",
"기타","지방도","11월","사고건수[건]","건","23","28","25","14","19",
"기타","지방도","11월","사망자수[명]","명","1","1","0","0","2",
"기타","지방도","11월","부상자수[명]","명","23","30","28","14","21",
"기타","지방도","12월","사고건수[건]","건","24","18","15","18","14",
"기타","지방도","12월","사망자수[명]","명","0","0","2","1","1",
"기타","지방도","12월","부상자수[명]","명","29","20","16","26","18",
"기타","특별광역시도","전체","사고건수[건]","건","1834","1569","1346","1428","1611",
"기타","특별광역시도","전체","사망자수[명]","명","28","31","30","19","27",
